stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding                                                                                                                                                                                                                       
18002,,Estación de tren Madrid-Nuevos Ministerios,,40.4466171,-3.6923408,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                  
12001,,Estación de tren Los Negrales,,40.6385681,-4.0220307,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                               
12002,,Estación de tren Alpedrete-Mataespesa,,40.6580931,-4.0350813,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                       
12004,,Estación de tren Collado Mediano,,40.6927600,-4.0359164,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                            
12005,,Estación de tren Los Molinos-Guadarrama,,40.7066368,-4.0673999,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                     
12006,,Estación de tren Cercedilla,,40.7375282,-4.0664502,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                 
12007,,Estación de tren Tablada,,40.7056480,-4.1253100,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
12008,,Estación de tren Gudillos,,40.7169140,-4.1576810,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                   
12009,,Estación de tren San Rafael,,40.7149440,-4.1814300,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                 
12010,,Estación de tren El Espinar,,40.7408520,-4.1894820,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                 
12011,,Estación de tren Los Angeles de San Rafael,,40.7779090,-4.2069330,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                  
12012,,Estación de tren Otero-Herreros,,40.8009700,-4.2035040,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                             
12013,,Estación de tren Ortigosa del Monte,,40.8327710,-4.1680940,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                         
12014,,Estación de tren Navas de Riofrio- La Losa,,40.8566730,-4.1411030,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                  
10302,,Estación de tren Guimorcondo,,40.6490620,-4.6149870,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                
35012,,Estación de tren Humanes,,40.2556903,-3.8286016,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
10409,,Estación de tren Arevalo,,41.0471230,-4.7019880,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
10501,,Estación de tren Pozaldez,,41.3679200,-4.8360010,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                   
10502,,Estación de tren Matapozuelos,,41.4227940,-4.8010250,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                               
10503,,Estación de tren Valdestillas,,41.4887290,-4.7729370,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                               
10504,,Estación de tren Viana,,41.5240700,-4.7544890,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                      
82100,,Estación de tren Soria,,41.7547540,-2.4765370,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                                      
84104,,Estación de tren Quintana Redonda,,41.6397260,-2.6096820,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                           
84103,,Estación de tren Tardelcuende,,41.5935250,-2.6393370,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                               
84101,,Estación de tren Almazan,,41.4890190,-2.5253750,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
70103,,Estación de tren Alcala de Henares,,40.4889113,-3.3662523,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                          
98003,,Estación de tren Fte de La Mora,,40.4847940,-3.6628860,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                             
70101,,Estación de tren San Fernando Henares,,40.4425370,-3.5344609,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                       
70102,,Estación de tren Torrejon de Ardoz,,40.4547384,-3.4797415,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                          
70107,,Estación de tren Alcala Henares-Universidad (apd),,40.5052933,-3.3352443,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                           
70104,,Estación de tren Meco (apd-Cgd),,40.5344356,-3.2990455,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                             
70105,,Estación de tren Azuqueca,,40.5610437,-3.2653569,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                   
70002,,Estación de tren Asamblea de Mad. Entrevias,,40.3816176,-3.6679819,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                 
70003,,Estación de tren El Pozo,,40.3760524,-3.6562354,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
70005,,Estación de tren Vallecas,,40.3823640,-3.6230420,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                   
70109,,Estación de tren Santa Eugenia,,40.3869128,-3.6089604,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                              
70100,,Estación de tren Vicalvaro,,40.4012112,-3.5959811,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
70108,,Estación de tren Coslada (apd),,40.4232210,-3.5611137,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                              
70112,,Estación de tren Soto del Henares,,40.4638889,-3.4422222,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                           
70111,,Estación de tren La Garena,,40.4804888,-3.3930758,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
35109,,Estación de tren Montearagon,,39.9609960,-4.6470930,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                
37406,,Estación de tren Villanueva de La Serena,,38.9688600,-5.7965000,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                    
37407,,Estación de tren Don Benito,,38.9669500,-5.8629230,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                 
37409,,Estación de tren Valdetorres,,38.9133010,-6.0694070,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                
37410,,Estación de tren Guarenya,,38.8967490,-6.1288420,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                   
37600,,Estación de tren Aljucen,,38.9364140,-6.4079290,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
37611,,Estación de tren Garrovilla-Las Vegas,,38.9157630,-6.4740800,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                       
37608,,Estación de tren Montijo-El Molino,,38.9139730,-6.6182810,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                          
37604,,Estación de tren Guadiana del Caudillo,,38.9220990,-6.6899980,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                      
37311,,Estación de tren Cabeza de Buey,,38.7238900,-5.2270670,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                             
37400,,Estación de tren Almorchon,,38.6966310,-5.2904960,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
37402,,Estación de tren Castuera,,38.7350210,-5.5416370,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                   
37404,,Estación de tren Campanario,,38.8533950,-5.6414150,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                 
40002,,Estación de tren Calamonte,,38.8869310,-6.3829650,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
40004,,Estación de tren Almendralejo,,38.6846620,-6.3998150,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                               
40005,,Estación de tren Villafranca de Los Barros,,38.5644020,-6.3520480,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                  
40006,,Estación de tren Los Santos de Maimona,,38.4497240,-6.3617490,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                      
40008,,Estación de tren Zafra Feria,,38.4244030,-6.4100840,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                
50700,,Estación de tren Los Rosales,,37.5898444,-5.7261638,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                                
40122,,Estación de tren Tocina,,37.6092611,-5.7316916,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                     
40119,,Estación de tren Villanueva del Rio-Minas,,37.6616071,-5.7121550,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                   
40115,,Estación de tren Pedroso,,37.8373261,-5.7624477,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
40113,,Estación de tren Cazalla-Constantina,,37.9327717,-5.7044058,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                        
40108,,Estación de tren Guadalcanal,,38.0901970,-5.8033880,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                
40107,,Estación de tren Fuente del Arco,,38.1635300,-5.9004840,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                            
40105,,Estación de tren Llerena,,38.2370000,-6.0090170,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
11004,,Estación de tren Magaz,,41.9765610,-4.4321140,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                      
11006,,Estación de tren Quintana del Puente,,42.0799740,-4.1985800,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                        
11009,,Estación de tren Villaquiran,,42.2157170,-3.9993960,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                
60507,,Estación de tren La Gineta,,39.1116650,-2.0001550,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
60505,,Estación de tren La Roda de Albacete,,39.1995940,-2.1625470,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                        
60503,,Estación de tren Minaya,,39.2407380,-2.3484030,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                     
60402,,Estación de tren Campo de Criptana,,39.3943430,-3.1177460,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                          
03001,,Estación de tren Mengibar-Artichuela (apd-Cgd),,37.9782190,-3.8033080,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                              
50202,,Estación de tren Almuradiel-Viso del Marques,,38.5142670,-3.5019350,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                
50200,,Estación de tren Santa Cruz de Mudela,,38.6444280,-3.4514930,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                       
60207,,Estación de tren El Romeral,,39.6945160,-3.4305020,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                 
60206,,Estación de tren Tembleque,,39.7229580,-3.4973540,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
65404,,Estación de tren Lampolla-El Perello-Deltebre,,40.8120110,0.70822100,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                               
65405,,Estación de tren Lametlla de Mar,,40.8861880,0.80042700,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                            
65420,,Estación de tren L'HOSPITALET DE L'INFANT,,40.9958630,0.92073300,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                   
65403,,Estación de tren Camarles-Deltebre,,40.7747570,0.67164700,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                          
65401,,Estación de tren Camp-Redo,,40.7591350,0.55583400,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
81106,,Estación de tren Feculas-Navarra,,42.4111480,-2.0981960,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                            
60901,,Estación de tren Caudete,,38.7161630,-0.9597270,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
14101,,Estación de tren Monzon de Campos,,42.1055380,-4.5016770,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                           
14117,,Estación de tren El Carrion,,42.1055840,-4.5016860,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                 
14102,,Estación de tren Amusco,,42.1780190,-4.4807430,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                     
14103,,Estación de tren Pinya,,42.2117470,-4.4346890,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                      
14104,,Estación de tren Fromista,,42.2649000,-4.4024330,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                   
14107,,Estación de tren Osorno,,42.4150770,-4.3573670,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                     
14108,,Estación de tren Espinosa de Villagonzalo (apd),,42.4523730,-4.3678110,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                             
14111,,Estación de tren Herrera de Pisuerga,,42.5984770,-4.3166830,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                        
14112,,Estación de tren Alar del Rey-San Quirce,,42.6568370,-4.3113720,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                    
14113,,Estación de tren Mave,,42.7237260,-4.2761600,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                       
14115,,Estación de tren Quintanilla de Las Torres,,42.8190300,-4.2027530,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                  
14200,,Estación de tren Mataporquera,,42.8709010,-4.1654060,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                               
14206,,Estación de tren Barcena,,43.130561,-4.056662,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                      
14210,,Estación de tren Los Corrales de Buelna,,43.257961,-4.064679,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                       
14216,,Estación de tren Renedo,,43.355636,-3.953732,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                       
14220,,Estación de tren Malianyo,,43.41664,-3.841901,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                      
14230,,Estación de tren Valdecilla,,43.450492,-3.838889,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                   
14211,,Estación de tren Las Caldas de Besaya,,43.295518,-4.075294,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                         
15006,,Estación de tren Cisneros,,42.1911200,-4.8502490,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                   
15014,,Estación de tren Santas Martas,,42.4600040,-5.3867770,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                              
30110,,Estación de tren Salamanca-La Alamedilla,,40.9667630,-5.6563660,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                    
32009,,Estación de tren Moriscos,,41.0116330,-5.5847130,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                   
32008,,Estación de tren Gomecello,,41.0418590,-5.5415510,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
32007,,Estación de tren Pitiegua,,41.0637410,-5.4741740,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                   
32006,,Estación de tren El Pedroso de La Armunya,,41.0799010,-5.4060190,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                   
32004,,Estación de tren Cantalapiedra,,41.1335850,-5.1829610,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                              
32003,,Estación de tren Fresno El Viejo,,41.1913510,-5.1380610,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                            
32002,,Estación de tren El Carpio,,41.2154640,-5.1144660,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
32001,,Estación de tren Campillo,,41.2595090,-5.0177910,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                   
31200,,Estación de tren Puebla de Sanabria,,42.0457630,-6.6268480,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                         
31002,,Estación de tren Nava del Rey,,41.3347160,-5.0768180,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                               
31006,,Estación de tren Toro,,41.5122010,-5.3849530,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                       
31104,,Estación de tren Carbajales de Alba,,41.6815420,-5.9719060,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                         
31106,,Estación de tren Ferreruela de Tabara,,41.7641060,-6.0739000,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                       
31107,,Estación de tren Abejera,,41.8094200,-6.1418510,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
31108,,Estación de tren Sarracin de Aliste,,41.8484970,-6.2051300,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                         
31109,,Estación de tren Cabanyas de Aliste,,41.8545950,-6.2463500,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                         
31112,,Estación de tren Linarejos-Pedroso,,41.9469630,-6.4845410,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                          
37308,,Estación de tren Guadalmez-Los Pedroches,,38.6992100,-4.9297710,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                    
37305,,Estación de tren Almadenejos-Almaden,,38.7405780,-4.7303870,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                        
37302,,Estación de tren Brazatortas-Veredas,,38.6687580,-4.3164680,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                        
67200,,Estación de tren Teruel,,40.3410290,-1.1102840,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                                     
67004,,Estación de tren Maria de Huerva,,41.5397590,-0.9980820,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                            
